,cd-num,haiku,writer,kigo,season
17239,19550,ななかまど山はすとんと暗くなる,小原久似子,ななかまど,秋
17240,19551,単純と明解は別曼珠沙華,小檜山繁子,曼珠沙華,秋
17241,19552,あめんぼの明晰な脚雲に置く,小檜山繁子,水馬,夏
17242,19553,初嵐わが身ひとつの頭陀袋,小檜山繁子,初嵐,秋
17243,19554,生きてゐるから心太など啜り,小檜山繁子,心太,夏
17244,19555,寒き日の影も形も現なり,小檜山繁子,寒し,冬
17245,19556,考えると秋になれない椅子である,小湊こぎく,秋,秋
17246,19557,手のかかる女がわたる枯野かな,小湊こぎく,枯野,冬
17247,19558,秋天やあちらこちらを予約中,小湊こぎく,秋の空,秋
17248,19559,崖のレインコートは当てになります,小湊こぎく,無季,無季
17249,19560,都合もなく出かけています廊下まで,小湊こぎく,無季,無季
17250,19561,あした行く方より聞こゆ春の雷,近藤さちこ,春雷,春
17251,19562,抽出しの風も替へけり更衣,近藤さちこ,更衣,夏
17252,19563,姉と兄従へてをり七五三,近藤さちこ,七五三,冬
17253,19564,誉められし煮物を持たす小六月,近藤さちこ,小春,冬
17254,19565,人の字となりて人行く冬木立,近藤さちこ,冬木,冬
17255,19566,荒れ山の花簪に笑ひ出す,斎郷梅,無季,無季
17256,19567,若葉光風に座右をちりばめる,斎郷梅,若葉,夏
17257,19568,朝顔の蔓の先なる迷かな,斎郷梅,朝顔,夏
17258,19569,草刈つて何の取付く島もなし,斎郷梅,草刈,夏
17259,19570,冬蕾そつと口付けしたくなる,斎郷梅,冬,冬
17260,19571,悪しからず走り書きして菊供養,斉藤冨美子,菊供養,秋
17261,19572,憚からぬ釣瓶落しに夕餉かな,斉藤冨美子,釣瓶落し,秋
17262,19573,入日色桜落葉をふみ惜しみ,斉藤冨美子,落葉,冬
17263,19574,氏素性問えば魚屋に冬の魚,斉藤冨美子,冬,冬
17264,19575,酉年の酉の街ゆきはぐれけり,斉藤冨美子,酉の市,冬
17265,19576,気分転換ばかりしてゐる天道虫,榊きくゑ,天道虫,夏
17266,19577,人の世を逆しまに見る蚊喰鳥,榊きくゑ,蝙蝠,夏
17267,19578,松園展の衣装草色春を呼ぶ,榊きくゑ,春,春
17268,19579,加湿器の音しよわしよわと夢誘ふ,榊きくゑ,加湿器,冬
17269,19580,メンソレを手にたつぷりと冬仕度,榊きくゑ,冬支度,秋
17270,19581,亀が鳴くまで水たまりのままでいい,坂本敏子,亀鳴く,春
17271,19582,蛍火の奥で扉の開く音,坂本敏子,蛍,夏
17272,19583,薔薇ばらばら一寸の虫鳴きました,坂本敏子,虫,秋
17273,19584,退屈がせつぱつまつた石榴の実,坂本敏子,石榴,秋
17274,19585,掛け替へる暦のやうに生きし奴,坂本敏子,初暦,新年
17275,19586,包帯の掌の中にあるさくらんぼ,櫻井了子,さくらんぼ,夏
17276,19587,雨だれのリズムで刻むキャベツかな,櫻井了子,キャベツ,夏
17277,19588,狭すぎる病歴の欄雨月なり,櫻井了子,雨月,秋
17278,19589,雪はらりサッカー場が熱狂す,櫻井了子,雪,冬
17279,19590,冬の陽がまだあり天の呼ぶ声す,櫻井了子,冬の日,冬
17280,19591,涙のよう冬鳥のふくらんでゆく,桜木美保子,冬の鳥,冬
17281,19592,新しい名で骨となり春の山,桜木美保子,春の山,春
17282,19593,丸盆に雛のならぶ僕の家,桜木美保子,雛祭,春
17283,19594,木にすこし浮力のついて松の芯,桜木美保子,若緑,春
17284,19595,炎天に人間ひとり生えている,桜木美保子,炎天,夏
17285,19596,梅雨晴れの火のとろとろと爆心地,佐々木いつき,梅雨晴,夏
17286,19597,雲雀野になんにも置かない空がある,佐々木いつき,雲雀,春
17287,19598,豚かぼちゃ地熱に沈み海の音,佐々木いつき,南瓜,秋
17288,19599,鳥渡る貝の割れ目にナイフ入れ,佐々木いつき,鳥渡る,秋
17289,19600,夜咄や灰に引かれし百の筋,佐々木いつき,囲炉裏,冬
17290,19601,考える人が無数に桜咲く,佐々木耕之介,桜,春
17291,19602,戦爭を知っている海泳ぐなり,佐々木耕之介,泳ぎ,夏
17292,19603,もり上る記憶を崩すかき氷,佐々木耕之介,氷水,夏
17293,19604,水も木も人間もゆれ秋始まる,佐々木耕之介,立秋,秋
17294,19605,白桃をすすりざわめく夜がある,佐々木耕之介,桃の実,秋
17295,19606,三寒四温胃なき畏友の機嫌かな,佐藤十全,三寒四温,冬
17296,19607,陽炎やはづんでころんで襁褓の子,佐藤十全,陽炎,春
17297,19608,麦秋をまた歩き出す万歩計,佐藤十全,麦の秋,夏
17298,19609,髭跳ねる昇龍のごと滝飛沫く,佐藤十全,滝,夏
17299,19610,一病息災人の羨む去年今年,佐藤十全,去年今年,新年
17300,19611,木の芽風フォークダンスの輪の中を,佐藤静水,木の芽,春
17301,19612,滝一条神樹に宿る力瘤,佐藤静水,滝,夏
17302,19613,身に入むや夫の遺稿の丸き文字,佐藤静水,身に入む,秋
17303,19614,メトロ出てハチ公前のきりぎりす,佐藤静水,螽蟖,秋
17304,19615,リズムよき俎の音年の暮,佐藤静水,年の暮,冬
17305,19616,村道に鹿の足跡深雪晴,佐藤千代子,雪晴,冬
17306,19617,老医家の廃業告知文化の日,佐藤千代子,文化の日,秋
17307,19618,四代目の誕生まぢか手毬唄,佐藤千代子,手毬,新年
17308,19619,秋うらら五十路の運転免許証,佐藤千代子,秋麗,秋
17309,19620,立春や水槽深く鮫睡り,佐藤千代子,立春,春
17310,19621,水中花いずれの花に似ぬもよし,佐藤みちえ,水中花,夏
17311,19622,ただ眠るこころの糸の切れし秋,佐藤みちえ,秋,秋
17312,19623,汗ばみて文字を泣かせてしまいけり,佐藤みちえ,汗,夏
17313,19624,春雨にぬるるもよけれ泣きたくて,佐藤みちえ,春雨,春
17314,19625,涙腺のゆるむこのごろ温め酒,佐藤みちえ,温め酒,秋
17315,19626,いつも今なり鏡中のわが裸,佐藤洋子,裸,夏
17316,19627,橡の実を拾つてみたる縁かな,佐藤洋子,橡の実,秋
17317,19628,夢に覚めてより二十三夜の月,佐藤洋子,月,秋
17318,19629,天網を雪のかたちで抜けてくる,佐藤洋子,雪,冬
17319,19630,まだ借りてゐたきマフラー返しけり,佐藤洋子,襟巻,冬
17320,19631,蕗のとう生まるる朝の陽を受けて,佐藤洋子,蕗の薹,春
17321,19632,白玉の数涼しさを味わいて,佐藤洋子,白玉,夏
17322,19633,鈴虫の鳴くや二タ鈴三鈴半,佐藤洋子,鈴虫,秋
17323,19634,追いかけてくる子等もなし冬の蝶,佐藤洋子,冬の蝶,冬
17324,19635,小枝にも飛躍の証固つぼみ,佐藤洋子,無季,無季
17325,19636,月白や戯画の鳥獣掌にのぼれ,佐怒賀正美,月白,秋
17326,19637,幻の城ロザリオに顕ち露うごく,佐怒賀正美,露,秋
17327,19638,万骨のオラショに月や亡き城に,佐怒賀正美,月,秋
17328,19639,翔ち惑ふ雁あり朝の靄濃きに,佐怒賀正美,雁,秋
17329,19640,白鳥の立つ首日暮には鋼,佐怒賀正美,白鳥,冬
17330,19641,ほな行つてきます舞妓の油照,澤田信一,油照,夏
17331,19642,潮ゆるむ磯巾着に手をずぶり,澤田信一,磯巾着,春
17332,19643,天門の穴に春陰うづくまり,澤田信一,春陰,春
17333,19644,蚯蚓啼き切られてからむ土のなか,澤田信一,蚯蚓鳴く,秋
17334,19645,玉虫の喰ひちらかされ金と銀,澤田信一,玉虫,夏
17335,19646,梅の花蕊ふるわせて香り満つ,三條由美子,梅,春
17336,19647,春一番大口あけよ手もあげよ,三條由美子,春一番,春
17337,19648,数えても嵩高くなり落椿,三條由美子,椿,春
17338,19649,夏に入る太き針目の畳店,三條由美子,立夏,夏
17339,19650,短日の消えない朝の偏頭痛,三條由美子,短日,冬
17340,19651,島まわる燕はどこに帰るのか,椎野恵子,燕帰る,秋
17341,19652,島人に誰にも合わず夏落葉,椎野恵子,夏落葉,夏
17342,19653,夏星の落ちて浜辺の星の砂,椎野恵子,夏の星,夏
17343,19654,珊瑚礁のゆりかご青い魚眠り,椎野恵子,無季,無季
17344,19655,夜間飛行下界は人工の夏,椎野恵子,夏,夏
17345,19656,蜃気楼をんなは昼も夢をみる,信濃小雪,蜃気楼,春
17346,19657,春満月上野の山を眠らせぬ,信濃小雪,春の月,春
17347,19658,天までは昇れぬ齢豆の花,信濃小雪,豆の花,春
17348,19659,ハンカチを振りそこなつた帰り道,信濃小雪,汗拭ひ,夏
17349,19660,襟巻や女冥利をくすぐらる,信濃小雪,襟巻,冬
17350,19661,身の内の透けゆく紅葉明かりかな,柴﨑公子,紅葉,秋
17351,19662,冬木立人を遠目に鳥けもの,柴﨑公子,冬木,冬
17352,19663,いっせいに芽吹くや時間奔流す,柴﨑公子,木の芽,春
17353,19664,たんぽぽの絮吹く子らの未来かな,柴﨑公子,蒲公英,春
17354,19665,ペダル踏む海の底めく青葉闇,柴﨑公子,木下闇,夏
17355,19666,パリ祭とメモしてくれた誕生日,柴田一風,パリ祭,夏
17356,19667,ガラス戸に羽根張りつけて蝶の一夜,柴田一風,蝶,春
17357,19668,背広紳士団子の串をぐるぐると,柴田一風,無季,無季
17358,19669,車待たせ赤子泣かせて山法師,柴田一風,山法師の花,夏
17359,19670,もてなしの田舎紳士のお色気話,柴田一風,無季,無季
17360,19671,冬薔薇肩越しに見る王妃の間,柴田信子,冬薔薇,冬
17361,19672,霧の中より森番現るる,柴田信子,霧,秋
17362,19673,秋夕燒少年馬柵に凭れゐし,柴田信子,秋の夕焼,秋
17363,19674,国境越ゆ黄落のしきりなる,柴田信子,黄落,秋
17364,19675,山茶花の散りつぐ野外コンサート,柴田信子,山茶花,冬
17365,19676,何欲と名付けん桜ふぶき浴び,渋川京子,落花,春
17366,19677,緑陰や輪ゴム千個に射抜かるる,渋川京子,緑陰,夏
17367,19678,男から昏れてますます芒原,渋川京子,芒,秋
17368,19679,月光を束ねすこんと母でいる,渋川京子,月,秋
17369,19680,秋深む美貌の石をさがすかな,渋川京子,秋深し,秋
17370,19681,こんにちは赤ちやんわれにくさめせり,清水啓治,嚔,冬
17371,19682,黄落や撮影隊の反射板,清水啓治,黄落,秋
17372,19683,注連飾る仮退院の妻がゐて,清水啓治,左義長,新年
17373,19684,落葉焚忽と老女は消えにけり,清水啓治,落葉,冬
17374,19685,生けるもの動きすばやし樹氷林,清水啓治,樹氷,冬
17375,19686,雨戸操る大気の中に春動く,清水真琴,春めく,春
17376,19687,雨音のつぶてとなりて春嵐,清水真琴,春疾風,春
17377,19688,立寄り湯新蕎麦ありの走り書,清水真琴,新蕎麦,秋
17378,19689,忌を修す本堂脇のこぼれ萩,清水真琴,萩,秋
17379,19690,遠吠えす夜の静寂に六花咲く,清水真琴,雪,冬
17380,19691,力なく風に躓く冬の蝶,清水八重子,冬の蝶,冬
17381,19692,胸過ぎる人皆遠し春の雁,清水八重子,春の雁,春
17382,19693,人の世につかずはなれず地虫出づ,清水八重子,地虫穴を出づ,春
17383,19694,遠花火粋な別れの恋でした,清水八重子,花火,夏
17384,19695,抽斗に去年つめ込みて初明り,清水八重子,初明り,新年
17385,19696,花嵐此の世の罪も散華する,清水弥生,花,春
17386,19697,春愁ガラス細工に成つた人,清水弥生,春愁,春
17387,19698,種を播くゴッホの笑窪陽が昇る,清水弥生,種蒔,春
17388,19699,チューリップ搖れオランダの夢を見る,清水弥生,チューリップ,春
17389,19700,現世を黒子で通し梅一輪,清水弥生,梅,春
17390,19701,若水や傘寿の夫の掌に溢れ,下川初秋,若水,新年
17391,19702,母の忌の靜かさ雛を納むる日,下川初秋,雛祭,春
17392,19703,髪切つて迷ひを醒ます多佳子の忌,下川初秋,多佳子忌,夏
17393,19704,穴まどひするりと人の過去かくす,下川初秋,蛇穴に入る,秋
17394,19705,花八ツ手ほろほろ老の掌にこぼれ,下川初秋,八手の花,冬
17395,19706,冬山の雄姿が好きで湯の里に,下野美智子,冬の山,冬
17396,19707,健脚を撫でなで想う冬の山,下野美智子,冬の山,冬
17397,19708,こぶしの芽今日また更に天を指す,下野美智子,辛夷,春
17398,19709,網を持つ子らの手中に天道虫,下野美智子,天道虫,夏
17399,19710,みちのくに旗ひらめいて夏芝居,下野美智子,夏芝居,夏
17400,19711,青竹垣括り目堅し別れ霜,白井万恵,別れ霜,春
17401,19712,海月ゆらり母胎もかくは安らけし,白井万恵,海月,夏
17402,19713,初もみぢ項に重き角隠し,白井万恵,初紅葉,秋
17403,19714,深秋の黄昏時の落し穴,白井万恵,秋深し,秋
17404,19715,末枯の微光ついばむ群雀,白井万恵,末枯,秋
17405,19716,木守柿五つを残し少し老ゆ,白岩絹子,柿,秋
17406,19717,行先は山茶花の白肩を抱く,白岩絹子,山茶花,冬
17407,19718,散るまでを頷くばかり草の花,白岩絹子,草の花,秋
17408,19719,三椏のもともと無垢の俯ける,白岩絹子,三椏の花,春
17409,19720,いのこずち奥座敷まで通ります,白岩絹子,牛膝,秋
17410,19721,西施せつせつ髮洗うよう青田波,白川温子,青田,夏
17411,19722,青僧の手足の長し小鳥來る,白川温子,渡り鳥,秋
17412,19723,枯葉踏む回想とは遠い饒舌,白川温子,枯葉,冬
17413,19724,鬱長し凍星微塵となることも,白川温子,冬の星,冬
17414,19725,キャベツ剥がす軽き屈折凍雲に,白川温子,キャベツ,夏
17415,19726,松の玉転げし苑の初雀,進藤清,初雀,新年
17416,19727,痩尾根の遠くにありて水芭蕉,進藤清,水芭蕉,夏
17417,19728,梅雨入りの囁き羅漢石の耳,進藤清,入梅,夏
17418,19729,野分雲飛んでけだるき草の照り,進藤清,野分,秋
17419,19730,猿山の嗤ふが如く落葉降る,進藤清,落葉,冬
17420,19731,あらくさに足をなげだす朧かな,菅原和子,朧,春
17421,19732,かるく目をとじ長雨のなだらかなり,菅原和子,無季,無季
17422,19733,風鈴白く午後の机の孤島,菅原和子,風鈴,夏
17423,19734,雀棲む大樹が霧を身籠りぬ,菅原和子,霧,秋
17424,19735,秋入日　再会の輪郭がみえない,菅原和子,秋,秋
17425,19736,さくらさくら彼の世の夫を連れ出さむ,菅原けい,桜,春
17426,19737,神の留守双手濡らして傘たたむ,菅原けい,神の留守,冬
17427,19738,筑波嶺を背に枯蓮枯蓮,菅原けい,枯蓮,冬
17428,19739,さむざむと老人が行く無理もなし,菅原けい,寒し,冬
17429,19740,朝寝して老いを深めてしまひけり,菅原けい,朝寝,春
17430,19741,水温むあこがれ山へ向きなほる,菅谷和夫,水温む,春
17431,19742,夏至の木に蘊蓄すこし傾ける,菅谷和夫,夏至,夏
17432,19743,八月の灯を消し海に正座する,菅谷和夫,八月,秋
17433,19744,満月にみんな日本を忘れゐる,菅谷和夫,名月,秋
17434,19745,別々に山見て雪のはなしする,菅谷和夫,雪,冬
17435,19746,失せたるは蜥蜴の威厳尾と共に,杉本正明,蜥蜴,夏
17436,19747,高脚のおつとり着地渡り鶴,杉本正明,鶴来る,秋
17437,19748,あぢさゐや変へぬ信念時に邪魔,杉本正明,紫陽花,夏
17438,19749,投げ餌にも動かぬ眼玉寒の鯉,杉本正明,寒鯉,冬
17439,19750,何とでもなれ振り向かぬ蟇,杉本正明,蟇,夏
17440,19751,舟を壊して一月二日には帰る,鈴木明,一月,冬
17441,19752,メヌエットすめらみことが稲刈る日,鈴木明,稲刈,秋
17442,19753,年越しのぎっくり腰の篦棒め,鈴木明,年越,冬
17443,19754,けったいな先生やねん新走り,鈴木明,新酒,秋
17444,19755,渤海や花色もめんの裏見せる,鈴木明,花,春
17445,19756,両眼煌煌と初電車現わるる,鈴木淳一,乗初,新年
17446,19757,極月の「元祖黒焼」屋より人の貌,鈴木淳一,師走,冬
17447,19758,八十八夜リヤカー曳きくる古物商,鈴木淳一,八十八夜,春
17448,19759,武富士が厠に落ちてる寒さかな,鈴木淳一,寒し,冬
17449,19760,ゴッホ展出る西郷ドンは黄ばんで,鈴木淳一,無季,無季
17450,19761,今朝はまだコーヒー淹れず原爆忌,鈴木登代子,原爆忌,夏
17451,19762,八月はずつしり重い背の荷物,鈴木登代子,八月,秋
17452,19763,破れしと雖も美し青山河,鈴木登代子,青山河,夏
17453,19764,結界を行き交ふ萩の乱れかな,鈴木登代子,萩,秋
17454,19765,頬杖をつかねば秋思とは言へぬ,鈴木登代子,秋思,秋
17455,19766,寺町の静けさもどる桜しべ,鈴木萩乃,桜,春
17456,19767,小走りに抜ける卯の花腐しかな,鈴木萩乃,卯の花腐し,夏
17457,19768,もてなしの秋の七草躙口,鈴木萩乃,秋の七草,秋
17458,19769,不器用に生きて一日の足袋洗ふ,鈴木萩乃,足袋,冬
17459,19770,掛け軸の一筆太き冬座敷,鈴木萩乃,冬座敷,冬
17460,19771,蜜柑に種小さき妬心の如きかな,鈴木康世,蜜柑,冬
17461,19772,菜の花や駱駝ぐらりと膝を折る,鈴木康世,菜の花,春
17462,19773,波音のはげしくなりし夜の紫陽花,鈴木康世,紫陽花,夏
17463,19774,白紫陽花そこに霊魂あるごとく,鈴木康世,紫陽花,夏
17464,19775,ぬくめ酒をとこ眉より蕩けゆく,鈴木康世,温め酒,秋
17465,19776,冬トマト女はいつも個体なり,すずきりつこ,冬,冬
17466,19777,好い人でゐる如月の玉子燒,すずきりつこ,如月,春
17467,19778,烏瓜だれの所爲でもなく赤し,すずきりつこ,烏瓜,秋
17468,19779,色変へぬ松大方は寡婦である,すずきりつこ,色変へぬ松,秋
17469,19780,雪よりも軽く老人目醒めたり,すずきりつこ,雪,冬
17470,19781,壊れそうな母の背を拭く木の芽時,須藤英子,木の芽,春
17471,19782,掌の土器にモースの慈愛花吹雪,須藤英子,落花,春
17472,19783,犬猫は飼わぬ落人山茂る,須藤英子,茂り,夏
17473,19784,夕焼けを手繰り寄せると母がいる,須藤英子,夕焼,夏
17474,19785,寒牡丹藁の中なる都かな,須藤英子,寒牡丹,冬
17475,19786,風船に遁げられし手の自由かな,住谷不未夫,風船,春
17476,19787,滝仰ぐ胸中の無垢登山口,住谷不未夫,滝,夏
17477,19788,羽拔鶏鬨に雄心失はず,住谷不未夫,羽抜鳥,夏
17478,19789,寒晴や嬰のまばたきひびくごと,住谷不未夫,寒晴,冬
17479,19790,去年今年永劫北斗搖がざる,住谷不未夫,去年今年,新年
17480,19791,青年と田植機関東晴れわたる,関花子,田植,夏
17481,19792,山茶花ももいろ沼やわらかく釣る,関花子,山茶花,冬
17482,19793,鶏のあしあと北斎紅葉かな,関花子,紅葉,秋
17483,19794,冬菜提げ対岸コンビナートの灯,関花子,冬菜,冬
17484,19795,寒すずめ小学校の水飲み場,関花子,寒雀,冬
17485,19796,独活を剥く背すじ真直ぐ立てて剥く,関文子,独活,春
17486,19797,大仏にうっすらと髭青あらし,関文子,青嵐,夏
17487,19798,顔の無い傘過ぎて行く梅雨の中,関文子,梅雨,夏
17488,19799,炎昼の扉バタンとモノクローム,関文子,炎昼,夏
17489,19800,銀杏黄葉一点の灯のごとく人,関文子,銀杏黄葉,秋
17490,19801,城はみな鳩に棲まれし草萌ゆる,関根誠子,下萌,春
17491,19802,花のやうに肉を盛り付け多佳子の忌,関根誠子,多佳子忌,夏
17492,19803,かなかなの森が浮力を生んでをり,関根誠子,蜩,秋
17493,19804,片方を閉めると開いてアマリリス,関根誠子,アマリリス,夏
17494,19805,人のため息星のため息クリスマス,関根誠子,クリスマス,冬
17495,19806,心地よきペンの走りや四温晴れ,曽我部東子,三寒四温,冬
17496,19807,碧過ぎる空や寒波の来る予感,曽我部東子,寒波,冬
17497,19808,緑陰が濃くなりあくび多くなる,曽我部東子,緑陰,夏
17498,19809,玉砂利の音が増幅する暑さ,曽我部東子,暑し,夏
17499,19810,渡り鳥視るマネキンの無表情,曽我部東子,渡り鳥,秋
17500,19811,横風に親子でっかいしゃぼん玉,十亀かずみ,石鹸玉,春
17501,19812,欅の芽ぐいぐい街色変えて行く,十亀かずみ,木の芽,春
17502,19813,山開き先達務めし父の法螺貝,十亀かずみ,山開,夏
17503,19814,玄関に立てかけてある捕虫網,十亀かずみ,昆虫採集,夏
17504,19815,車椅子まだついて来る蟬時雨,十亀かずみ,蟬時雨,夏
17505,19816,陽だまりの白露の粒の静謐よ,田井淑江,白露,秋
17506,19817,青い繭一筋紡いで夢の中,田井淑江,繭,夏
17507,19818,デ・キリコの迷い込むかな酉の市,田井淑江,酉の市,冬
17508,19819,アフリカの縞馬迷う野分かな,田井淑江,野分,秋
17509,19820,涅槃図の記憶のかたち花時計,田井淑江,涅槃会,春
17510,19821,反り返る視界は南を図る夏,高遠朱音,夏,夏
17511,19822,水の無い水槽が好き　白夜,高遠朱音,白夜,夏
17512,19823,向日葵のぎりぎりに佇んでいる,高遠朱音,向日葵,夏
17513,19824,不器用な長女の嘘ですカーネーション,高遠朱音,カーネーション,夏
17514,19825,真空パックの膝を抱えている緑蔭,高遠朱音,緑蔭,夏
17515,19826,薄紅梅とびとびに悲しみのよう,高野力一,梅,春
17516,19827,春宵や川饒舌となりにけり,高野力一,春の宵,春
17517,19828,花の塵ひたひたとして川に沁む,高野力一,落花,春
17518,19829,桜桃忌玉川のみず潺潺と,高野力一,桜桃忌,夏
17519,19830,岩清水屯せし神祀りけり,高野力一,清水,夏
17520,19831,春時雨白粉厚き旅役者,髙橋弘,春時雨,春
17521,19832,夏木立ひつそりと建つ地蔵堂,髙橋弘,夏木立,夏
17522,19833,焼味噌や会津に白き蔵並ぶ,髙橋弘,無季,無季
17523,19834,当てもなく唯街に出る十二月,髙橋弘,十二月,冬
17524,19835,冬ざれや通夜の道問ふ知らぬ町,髙橋弘,冬ざれ,冬
17525,19836,白桃や優しく包む岩田帯,髙橋三津子,桃の実,秋
17526,19837,初暦赤エンピツの二重丸,髙橋三津子,初暦,新年
17527,19838,いのちひとつ母の手にあり梅真白,髙橋三津子,梅,春
17528,19839,嬰児の拳空っぽ春の雪,髙橋三津子,春の雪,春
17529,19840,でんでん太鼓背にくくりて初節句,髙橋三津子,端午,夏
17530,19841,冬ごもり一輪挿しに似たるかな,高橋理一郎,冬篭,冬
17531,19842,冬ちちろなほ清音で押し通す,高橋理一郎,冬,冬
17532,19843,おのれより白き嶺こえ白鳥来,高橋理一郎,白鳥,冬
17533,19844,涼しかり父母忌日同じうす,高橋理一郎,涼し,夏
17534,19845,立葵ふいと並んで見たくなり,高橋理一郎,葵,夏
17535,19846,宿下駄を鳴らし蛍を追ひ行けり,髙畑澄子,蛍,夏
17536,19847,掌にぬくみ残して蛍とび立てり,髙畑澄子,蛍,夏
17537,19848,蛍の火星屑となり山越ゆる,髙畑澄子,蛍,夏
17538,19849,いよよ増す蛍に別れ惜しみけり,髙畑澄子,蛍,夏
17539,19850,後二日の命を灯す蛍かな,髙畑澄子,蛍,夏
17540,19851,旅の空二重にかかり秋の虹,高林佳都子,秋の虹,秋
17541,19852,奥入瀨や白き流れの草紅葉,高林佳都子,草紅葉,秋
17542,19853,蛍火や闇の深さを思ひをり,高林佳都子,蛍,夏
17543,19854,桐一葉はらはら落ちる許りなり,高林佳都子,桐一葉,秋
17544,19855,さくら待つ弥生の冷のきびしさに,高林佳都子,弥生,春
17545,19856,語部になりかけてゐる享保雛,高林文夫,雛祭,春
17546,19857,相抱く恋を知らない青蛙,高林文夫,雨蛙,夏
17547,19858,上陸の海女それぞれの歳を見せ,高林文夫,海女,春
17548,19859,満月を背中の母に預けゆく,高林文夫,名月,秋
17549,19860,水澄むや川面に浮かぶ鬼の貎,高林文夫,水澄む,秋
17550,19861,大きな虹寿命のことなど話し合う,髙山千惠,虹,夏
17551,19862,森に来ぬ蟬の元気を浴びたくて,髙山千惠,蟬,夏
17552,19863,虫鳴いて耳がとらえる季の移り,髙山千惠,虫,秋
17553,19864,年新た思いめぐらす十年後,髙山千惠,新年,新年
17554,19865,水の精現われそうな緑の庭,髙山千惠,緑,夏
17555,19866,乱れし国の修正液ほどお降りす,瀧美千江,御降り,新年
17556,19867,いずくよりピアノ調律春淡し,瀧美千江,春,春
17557,19868,睡蓮の一つ開かぬ盛りかな,瀧美千江,睡蓮,夏
17558,19869,見失う時なお高みなる夏の蝶,瀧美千江,夏の蝶,夏
17559,19870,行先など知らず落葉は落葉追い,瀧美千江,落葉,冬
17560,19871,エジプトの秋風シンメトリーに吹く,滝沢無人,秋風,秋
17561,19872,冷房に五千年前の死者とゐる,滝沢無人,冷房,夏
17562,19873,鶏頭がついて行くなと叫んでる,滝沢無人,鶏頭,秋
17563,19874,銀杏落葉われ等定年同期生,滝沢無人,銀杏落葉,冬
17564,19875,難聴のほほ笑んでゐる冬日向,滝沢無人,冬の日,冬
17565,19876,花水木やさしさだけでは生きられぬ,田草川初絵,水木の花,夏
17566,19877,たましいをそっと眠らす蛍袋,田草川初絵,蛍袋,夏
17567,19878,十六夜にときめき思ゆ漢流語,田草川初絵,十六夜,秋
17568,19879,山里の人情深きもみじ宿,田草川初絵,紅葉,秋
17569,19880,細工師の極限のわざ竹の春,田草川初絵,竹の春,秋
17570,19881,浮船渠迅音浮かべ春の闇,竹下流彩,春の闇,春
17571,19882,萍の命ひしめき合ひて浮く,竹下流彩,萍,夏
17572,19883,そつと軽く海鳴なでて障子貼る,竹下流彩,障子洗う,秋
17573,19884,黄落や教会の鐘見えて鳴り,竹下流彩,黄落,秋
17574,19885,涸沼や眼をむく地震予知なまず,竹下流彩,鯰,夏
17575,19886,鳥帰る加賀の飴屋の重き戸よ,竹田昭江,鳥帰る,春
17576,19887,ぶらんこを光になるまで漕いでおり,竹田昭江,ぶらんこ,春
17577,19888,浮巣より洩るるささやき夕水輪,竹田昭江,浮巣,夏
17578,19889,パリの秋ピエロはきこと首を振る,竹田昭江,秋,秋
17579,19890,モナリザ観て人妻と食ぶ酢牡蠣かな,竹田昭江,牡蛎,冬
17580,19891,今日というワタシの世界サングラス,立花玲子,サングラス,夏
17581,19892,コスモスや垣根いつしか無くなりぬ,立花玲子,コスモス,秋
17582,19893,仮の世の台本通り福寿草,立花玲子,福寿草,新年
17583,19894,今日一日浮力にまかせ水中花,立花玲子,水中花,夏
17584,19895,人恋うた罪かも知れず蟬しぐれ,立花玲子,蟬,夏
17585,19896,平和とは白の風なり蕎麦の花,田付賢一,蕎麦の花,秋
17586,19897,雪をんな恋あきらめて鳥になる,田付賢一,雪女郎,冬
17587,19898,必要な嘘は透明雁渡し,田付賢一,雁渡し,秋
17588,19899,終りなきテロの連鎖や神無月,田付賢一,霜月,冬
17589,19900,闇汁の闇にキリストを隠す,田付賢一,闇汁,冬
17590,19901,春灯や言葉紡ぎて老いもせじ,田中あき子,春の灯,春
17591,19902,花冷の汽笛遠き日甦る,田中あき子,花冷え,春
17592,19903,春しぐれ女傘くる船着場,田中あき子,春時雨,春
17593,19904,声明のほぐるる古刹風薫る,田中あき子,風薫る,夏
17594,19905,ホルン吹く少女らの胸風光る,田中あき子,風光る,春
17595,19906,日が伸びる浮力のように猫老いて,田中いすず,日脚伸ぶ,冬
17596,19907,家の中から遠足がはじまる,田中いすず,遠足,春
17597,19908,日が伸びるのも孝行の一つかな,田中いすず,日脚伸ぶ,冬
17598,19909,ヤゴの背中に精神が見えてくる,田中いすず,ヤゴ,夏
17599,19910,ごはん食べ涙出てくるからだかな,田中いすず,無季,無季
17600,19911,木枯一号両足に力あり,田中忠子,凩,冬
17601,19912,蒸籠の湯気の勢や梅三分,田中忠子,梅,春
17602,19913,別々の駅に向ひし竹煮草,田中忠子,竹煮草,夏
17603,19914,集合の前の墓参となりにけり,田中忠子,墓参,秋
17604,19915,契約書条文素読日短,田中忠子,短日,冬
17605,19916,花吹雪また戦争がかくれんぼ,田中千恵子,落花,春
17606,19917,憲法九条吹雪や弁慶荒走り,田中千恵子,吹雪,冬
17607,19918,流氷に乗り軍服の父がくる,田中千恵子,流氷,春
17608,19919,戦争を托卵しあうホトトギス,田中千恵子,鳥の卵,春
